name,education_level,years_experience,skills,certifications,job_role_applied,university_tier,known_languages,location,shortlisted
Candidate_397,PhD,9.7,"NumPy, Keras, Pandas",4,Data Analyst,Tier 2,"Hindi, Telugu, Kannada",Chennai,0
Candidate_398,PhD,8.5,"Spark, Flask, TensorFlow, AWS",0,Data Analyst,Tier 1,"Hindi, Telugu",Bangalore,0
Candidate_399,Master's,0.5,"Flask, Seaborn, Spark",3,Data Scientist,Tier 3,"Tamil, English, Hindi",Delhi,0
Candidate_400,Bachelor's,5.3,"SQL, Django, TensorFlow, Deep Learning, React",4,Backend Developer,Tier 2,Tamil,Pune,0
Candidate_401,Bachelor's,9.5,"SQL, JavaScript, Flask",1,Frontend Developer,Tier 2,Telugu,Hyderabad,0
Candidate_402,PhD,1.6,"Machine Learning, AWS, Seaborn",5,Data Analyst,Tier 1,English,Bangalore,0
Candidate_403,Bachelor's,0.7,"React, SQL, Pandas, Deep Learning, Spark",4,Data Analyst,Tier 1,"Kannada, Tamil",Bangalore,0
Candidate_404,Master's,7.9,"React, TensorFlow, Node.js, Flask, Python",4,Data Scientist,Tier 1,Tamil,Hyderabad,1
Candidate_405,PhD,8.2,"NumPy, NLP, Python, Deep Learning",3,ML Engineer,Tier 3,"Hindi, Kannada",Hyderabad,0
Candidate_406,PhD,6.4,"Django, NumPy, Seaborn",3,ML Engineer,Tier 2,English,Bangalore,0
Candidate_407,Master's,1.9,"Python, NLP, Deep Learning, Keras, AWS",2,ML Engineer,Tier 1,"Kannada, English, Tamil",Hyderabad,0
Candidate_408,Master's,4.9,"SQL, Java, Deep Learning, Django, Machine Learning",4,ML Engineer,Tier 1,Tamil,Pune,0
Candidate_409,Bachelor's,7.0,"JavaScript, Flask, Deep Learning, Keras, C++, Spark",2,Data Scientist,Tier 3,"Telugu, English",Bangalore,0
Candidate_410,Master's,3.3,"JavaScript, Matplotlib, SQL",2,Data Scientist,Tier 2,"Tamil, English",Hyderabad,0
Candidate_411,PhD,2.1,"Django, Java, Flask",2,Data Analyst,Tier 1,"Kannada, Tamil, Telugu",Pune,1
Candidate_412,Master's,1.0,"Java, Machine Learning, Keras, C++, Deep Learning, JavaScript",5,Data Scientist,Tier 1,"English, Kannada, Hindi",Bangalore,0
Candidate_413,Master's,8.1,"Seaborn, SQL, Flask, React, Django, Java",2,Backend Developer,Tier 3,"English, Kannada, Hindi",Hyderabad,0
Candidate_414,PhD,7.1,"Matplotlib, Django, Keras, Python",5,Data Analyst,Tier 3,"Hindi, Telugu, Tamil",Hyderabad,1
Candidate_415,Bachelor's,4.3,"Node.js, Matplotlib, Machine Learning, NLP, JavaScript, AWS",4,ML Engineer,Tier 2,"Hindi, English",Pune,1
Candidate_416,Master's,2.5,"Python, SQL, TensorFlow, Node.js, Flask, NLP",1,Data Analyst,Tier 3,"English, Hindi, Kannada",Pune,0
Candidate_417,Bachelor's,2.3,"Java, C++, TensorFlow, JavaScript",1,Frontend Developer,Tier 3,Hindi,Pune,1
Candidate_418,Bachelor's,8.3,"Keras, SQL, Deep Learning",1,ML Engineer,Tier 3,"English, Tamil, Hindi",Mumbai,0
Candidate_419,Master's,6.6,"Pandas, Node.js, JavaScript, Spark, TensorFlow",2,Backend Developer,Tier 3,Telugu,Mumbai,1
Candidate_420,Master's,4.4,"Python, Keras, Pandas, React, Java",0,ML Engineer,Tier 1,"English, Tamil",Hyderabad,0
Candidate_421,Master's,2.8,"Python, NumPy, Matplotlib, C++, Pandas, React",2,Backend Developer,Tier 3,"Telugu, Kannada",Chennai,0
Candidate_422,Bachelor's,4.8,"JavaScript, Python, Django, NumPy, TensorFlow, SQL",4,Data Analyst,Tier 1,Tamil,Pune,0
Candidate_423,Master's,5.2,"Flask, Matplotlib, Machine Learning",5,ML Engineer,Tier 3,Hindi,Chennai,0
Candidate_424,Master's,8.1,"NumPy, Matplotlib, Python, JavaScript",0,Frontend Developer,Tier 3,"Kannada, Tamil",Bangalore,1
Candidate_425,Master's,1.9,"Machine Learning, Keras, Flask",5,Frontend Developer,Tier 3,"Kannada, Tamil",Bangalore,0
Candidate_426,Master's,4.7,"Django, Deep Learning, Java, Spark",2,ML Engineer,Tier 3,"Telugu, Hindi",Mumbai,1
Candidate_427,PhD,0.2,"SQL, Spark, JavaScript",1,ML Engineer,Tier 1,"Telugu, English",Bangalore,1
Candidate_428,PhD,9.9,"JavaScript, Django, Node.js, Seaborn, NLP, Java",0,Frontend Developer,Tier 3,"English, Tamil",Pune,0
Candidate_429,PhD,8.9,"C++, Deep Learning, Django, SQL",0,Frontend Developer,Tier 3,"Hindi, English, Kannada",Pune,1
Candidate_430,Master's,5.4,"NumPy, Node.js, Keras",2,Data Scientist,Tier 3,Kannada,Chennai,0
Candidate_431,Bachelor's,4.3,"NLP, Pandas, Seaborn, React, Python",5,Data Scientist,Tier 3,Tamil,Hyderabad,1
Candidate_432,Bachelor's,8.2,"Java, React, Node.js, Seaborn",1,Backend Developer,Tier 1,"Telugu, Hindi, Tamil",Hyderabad,0
Candidate_433,Bachelor's,1.2,"NLP, Machine Learning, Keras, JavaScript",5,Data Scientist,Tier 1,"Telugu, English",Hyderabad,1
Candidate_434,Master's,0.4,"Keras, SQL, C++, React",1,Data Scientist,Tier 1,"Hindi, Kannada",Chennai,0
Candidate_435,PhD,5.2,"Pandas, React, Seaborn, Node.js, AWS",3,Backend Developer,Tier 2,"Tamil, Kannada",Delhi,0
Candidate_436,Bachelor's,9.3,"Node.js, TensorFlow, Machine Learning",3,Data Analyst,Tier 1,"English, Hindi, Kannada",Hyderabad,0
Candidate_437,PhD,7.0,"Seaborn, NumPy, TensorFlow",5,Data Analyst,Tier 1,Kannada,Hyderabad,1
Candidate_438,PhD,8.8,"Django, Java, Matplotlib, C++",1,Data Analyst,Tier 2,"Kannada, English, Hindi",Chennai,0
Candidate_439,Master's,5.5,"Java, Keras, NumPy, Node.js",1,Backend Developer,Tier 1,"Hindi, Telugu, English",Mumbai,0
Candidate_440,PhD,6.3,"Deep Learning, Pandas, React",5,Frontend Developer,Tier 2,English,Bangalore,1
Candidate_441,Bachelor's,7.8,"Python, C++, Deep Learning",1,Data Analyst,Tier 3,Telugu,Bangalore,0
Candidate_442,Master's,7.8,"Java, Python, JavaScript, NLP, Deep Learning",3,Data Scientist,Tier 3,"Tamil, Kannada, Hindi",Hyderabad,1
Candidate_443,Bachelor's,5.5,"AWS, Spark, Seaborn, NumPy",2,ML Engineer,Tier 1,Hindi,Chennai,0
Candidate_444,PhD,6.2,"Deep Learning, TensorFlow, NumPy",0,Data Analyst,Tier 1,Kannada,Bangalore,0
Candidate_445,Bachelor's,6.6,"TensorFlow, NLP, Deep Learning, C++",2,Data Analyst,Tier 1,"Telugu, English",Hyderabad,0
Candidate_446,Master's,1.5,"Matplotlib, Django, Deep Learning, NLP, Java",2,Frontend Developer,Tier 3,"English, Kannada",Pune,1
Candidate_447,Master's,0.5,"Django, Keras, Seaborn, Pandas",4,Frontend Developer,Tier 1,"Kannada, Hindi, English",Bangalore,1
Candidate_448,Bachelor's,2.7,"SQL, TensorFlow, Flask",4,Data Scientist,Tier 3,"English, Tamil, Telugu",Pune,1
Candidate_449,Master's,9.6,"Seaborn, NumPy, Spark, Django",4,Backend Developer,Tier 1,"English, Telugu, Hindi",Hyderabad,0
Candidate_450,Bachelor's,6.7,"TensorFlow, Machine Learning, React, Matplotlib",4,Frontend Developer,Tier 1,Hindi,Mumbai,0
Candidate_451,PhD,1.3,"Node.js, SQL, Machine Learning, Flask, C++, Django",0,ML Engineer,Tier 3,"Hindi, Tamil",Chennai,0
Candidate_452,Master's,8.7,"React, TensorFlow, Django",5,Frontend Developer,Tier 3,Tamil,Hyderabad,0
Candidate_453,PhD,0.2,"NumPy, TensorFlow, Machine Learning",3,Frontend Developer,Tier 3,"Kannada, English, Telugu",Pune,1
Candidate_454,Bachelor's,3.7,"Flask, Deep Learning, JavaScript, Pandas",4,Data Scientist,Tier 2,Tamil,Pune,0
Candidate_455,PhD,0.6,"Django, Node.js, Spark, Seaborn, NLP",1,Data Analyst,Tier 2,"English, Telugu, Tamil",Hyderabad,0
Candidate_456,Bachelor's,8.1,"SQL, Pandas, Matplotlib",3,Data Scientist,Tier 3,Hindi,Delhi,0
Candidate_457,Bachelor's,6.3,"NumPy, Node.js, JavaScript, TensorFlow",5,Frontend Developer,Tier 1,"English, Kannada",Bangalore,1
Candidate_458,PhD,7.6,"Deep Learning, TensorFlow, SQL, Pandas, Keras, Spark",4,Data Analyst,Tier 1,Hindi,Bangalore,1
Candidate_459,Bachelor's,5.9,"Keras, SQL, Seaborn, JavaScript, Python",1,ML Engineer,Tier 3,"Telugu, Tamil, Kannada",Chennai,0
Candidate_460,PhD,1.2,"Python, Node.js, TensorFlow, NLP, Matplotlib, C++",0,Data Scientist,Tier 1,Kannada,Pune,0
Candidate_461,PhD,2.9,"Django, AWS, TensorFlow, Matplotlib, NumPy",2,Data Scientist,Tier 2,Hindi,Pune,0
Candidate_462,Bachelor's,9.4,"C++, Django, Pandas, Flask",2,Frontend Developer,Tier 1,"English, Tamil",Hyderabad,0
Candidate_463,PhD,5.4,"NLP, Python, Deep Learning",1,ML Engineer,Tier 2,"English, Kannada",Bangalore,1
Candidate_464,PhD,1.3,"Java, Node.js, AWS",4,Backend Developer,Tier 2,"English, Kannada, Hindi",Hyderabad,0
Candidate_465,PhD,4.6,"Node.js, SQL, React, AWS, Flask",2,Frontend Developer,Tier 2,"Kannada, Hindi, Telugu",Delhi,0
Candidate_466,Bachelor's,4.9,"Keras, Seaborn, JavaScript, Node.js, Flask, Spark",5,Data Scientist,Tier 2,"English, Telugu, Kannada",Chennai,0
Candidate_467,Master's,2.4,"Keras, Java, Node.js, Django",5,Frontend Developer,Tier 1,English,Pune,0
Candidate_468,Master's,4.5,"AWS, Java, Matplotlib",2,Data Analyst,Tier 1,"Tamil, Hindi",Bangalore,0
Candidate_469,PhD,10.0,"Spark, React, TensorFlow, Keras, Seaborn",5,Frontend Developer,Tier 3,"Kannada, Telugu, English",Delhi,1
Candidate_470,Master's,1.5,"Spark, TensorFlow, Django, JavaScript, Deep Learning",4,Data Scientist,Tier 3,"Kannada, Hindi",Hyderabad,0
Candidate_471,Bachelor's,1.1,"Machine Learning, JavaScript, Keras, TensorFlow",4,Data Analyst,Tier 1,"Kannada, English",Delhi,1
Candidate_472,Master's,1.6,"Pandas, Keras, Python",5,ML Engineer,Tier 1,"Kannada, Hindi",Delhi,0
Candidate_473,PhD,2.2,"Django, Matplotlib, JavaScript, Python, Machine Learning",0,Frontend Developer,Tier 3,Hindi,Pune,1
Candidate_474,PhD,6.1,"Python, Seaborn, JavaScript, TensorFlow, NLP",4,Backend Developer,Tier 2,Kannada,Mumbai,0
Candidate_475,PhD,3.8,"C++, Node.js, Python, NumPy, Keras, Java",5,Backend Developer,Tier 3,"Kannada, Tamil",Bangalore,1
Candidate_476,Master's,8.4,"TensorFlow, Seaborn, JavaScript, Django, Machine Learning",4,Frontend Developer,Tier 1,Hindi,Mumbai,0
Candidate_477,Bachelor's,0.0,"AWS, TensorFlow, Spark, C++, Java, NumPy",3,Data Analyst,Tier 1,"Hindi, Tamil, English",Bangalore,0
Candidate_478,Bachelor's,3.8,"AWS, Flask, C++",2,Data Analyst,Tier 3,"English, Telugu",Mumbai,0
Candidate_479,Bachelor's,8.6,"Spark, Pandas, Keras, JavaScript",0,Frontend Developer,Tier 2,"English, Telugu",Mumbai,0
Candidate_480,Master's,6.0,"React, Java, Pandas, JavaScript, TensorFlow, NumPy",3,Backend Developer,Tier 2,Kannada,Bangalore,0
Candidate_481,PhD,8.7,"TensorFlow, Java, React, C++, Flask, Python",3,Data Analyst,Tier 2,Hindi,Hyderabad,0
Candidate_482,Bachelor's,4.5,"JavaScript, Deep Learning, NLP",5,Backend Developer,Tier 2,Telugu,Delhi,0
Candidate_483,Bachelor's,4.6,"React, SQL, C++, AWS",0,ML Engineer,Tier 2,Kannada,Pune,0
Candidate_484,Master's,1.3,"Seaborn, Spark, NLP, TensorFlow, SQL, NumPy",1,ML Engineer,Tier 3,"Tamil, Kannada, Hindi",Delhi,0
Candidate_485,Bachelor's,7.3,"Spark, Deep Learning, Java, JavaScript",3,Frontend Developer,Tier 1,"Tamil, Kannada",Bangalore,0
Candidate_486,Bachelor's,4.5,"SQL, TensorFlow, NumPy, AWS, JavaScript",3,ML Engineer,Tier 1,English,Bangalore,0
Candidate_487,Bachelor's,6.4,"Spark, Seaborn, React, SQL, Node.js, JavaScript",4,ML Engineer,Tier 3,"Telugu, Kannada",Hyderabad,0
Candidate_488,Master's,8.7,"Seaborn, Django, SQL, Matplotlib",1,Data Analyst,Tier 2,"English, Tamil",Hyderabad,0
Candidate_489,PhD,7.5,"NumPy, Spark, Seaborn",5,ML Engineer,Tier 1,"Telugu, English",Mumbai,0
Candidate_490,Master's,2.4,"Matplotlib, JavaScript, Python, NLP, Seaborn, Node.js",4,Backend Developer,Tier 1,Hindi,Pune,0
Candidate_491,Master's,3.3,"C++, TensorFlow, NLP, Python",2,Data Analyst,Tier 1,"Tamil, Telugu, Kannada",Hyderabad,1
Candidate_492,PhD,0.7,"C++, Spark, JavaScript, Deep Learning",4,ML Engineer,Tier 3,Kannada,Delhi,1
Candidate_493,PhD,7.7,"Django, Keras, Seaborn, Machine Learning, Python",1,Backend Developer,Tier 1,"English, Hindi",Pune,1
Candidate_494,PhD,4.3,"Matplotlib, Machine Learning, JavaScript, Spark, Deep Learning",5,Data Analyst,Tier 3,English,Chennai,0
Candidate_495,Master's,4.5,"Java, Pandas, C++, NLP, React, SQL",4,ML Engineer,Tier 2,Kannada,Pune,0
Candidate_496,Bachelor's,0.3,"Flask, TensorFlow, C++, Seaborn, Pandas, Django",4,Data Analyst,Tier 3,Kannada,Delhi,0
Candidate_497,Master's,5.1,"JavaScript, Deep Learning, Matplotlib, Node.js",3,Data Scientist,Tier 3,"Kannada, English",Mumbai,1
Candidate_498,PhD,1.9,"NLP, Java, Flask, Python",5,Frontend Developer,Tier 2,"Kannada, Tamil",Pune,1
Candidate_499,Master's,5.7,"SQL, React, Flask",4,Backend Developer,Tier 2,"Tamil, Kannada",Hyderabad,1
Candidate_500,PhD,3.9,"Node.js, JavaScript, NLP, Machine Learning, React, Deep Learning",1,Backend Developer,Tier 3,"Tamil, Telugu, English",Hyderabad,0
Candidate_501,PhD,9.6,"Deep Learning, TensorFlow, React",2,Data Scientist,Tier 2,Kannada,Chennai,0
Candidate_502,PhD,9.9,"React, Deep Learning, TensorFlow, AWS, Matplotlib, Node.js",4,Backend Developer,Tier 1,"Kannada, Tamil",Bangalore,1
Candidate_503,Bachelor's,8.6,"Seaborn, TensorFlow, NLP",2,Data Scientist,Tier 2,"Tamil, Telugu, Kannada",Chennai,1
Candidate_504,Bachelor's,6.1,"Machine Learning, Flask, Django, Python, Node.js, JavaScript",5,Data Analyst,Tier 3,"Kannada, English, Telugu",Mumbai,0
Candidate_505,PhD,4.8,"Node.js, Matplotlib, Deep Learning",4,Backend Developer,Tier 1,Tamil,Hyderabad,0
Candidate_506,Master's,3.1,"Machine Learning, Pandas, SQL, Deep Learning, Matplotlib",1,Data Scientist,Tier 1,"Kannada, Hindi",Mumbai,0
Candidate_507,Master's,7.3,"Django, Keras, Pandas",2,Data Scientist,Tier 3,"Hindi, English",Chennai,0
Candidate_508,Bachelor's,0.4,"React, Pandas, TensorFlow, Matplotlib, SQL",5,Data Analyst,Tier 3,Kannada,Pune,0
Candidate_509,Bachelor's,7.6,"Flask, NLP, JavaScript",1,Data Analyst,Tier 2,"Hindi, Kannada",Chennai,0
Candidate_510,PhD,8.1,"Keras, Java, Deep Learning, Matplotlib, AWS, TensorFlow",3,Data Analyst,Tier 2,Hindi,Mumbai,0
Candidate_511,PhD,3.4,"Flask, Seaborn, Deep Learning, Keras, NLP",2,Data Analyst,Tier 3,Tamil,Delhi,0
Candidate_512,Bachelor's,9.7,"Deep Learning, Python, JavaScript, Spark, Java, Matplotlib",1,Frontend Developer,Tier 1,"Hindi, English, Telugu",Hyderabad,0
Candidate_513,PhD,8.8,"Deep Learning, AWS, C++",1,Data Scientist,Tier 2,Kannada,Hyderabad,0
Candidate_514,PhD,6.3,"SQL, Machine Learning, Spark, Seaborn",4,Data Analyst,Tier 2,"Kannada, Telugu, English",Mumbai,0
Candidate_515,PhD,9.9,"Keras, Pandas, Spark, Machine Learning",5,ML Engineer,Tier 1,Tamil,Delhi,0
Candidate_516,PhD,7.0,"Machine Learning, Node.js, C++, Matplotlib, Spark",1,Data Analyst,Tier 1,"Hindi, Kannada, English",Hyderabad,1
Candidate_517,Bachelor's,6.1,"Machine Learning, C++, Java",3,Data Scientist,Tier 3,Telugu,Chennai,1
Candidate_518,Master's,1.6,"NLP, Python, Seaborn, React, NumPy, Node.js",4,Data Scientist,Tier 1,Tamil,Mumbai,0
Candidate_519,Master's,3.2,"Seaborn, Flask, NumPy, JavaScript, TensorFlow",1,Data Analyst,Tier 2,Kannada,Bangalore,1
Candidate_520,PhD,8.2,"TensorFlow, Seaborn, Django, SQL, AWS, Python",4,Backend Developer,Tier 1,"Telugu, Hindi, English",Mumbai,1
Candidate_521,PhD,2.2,"Node.js, Spark, React, Python, Deep Learning, C++",1,Backend Developer,Tier 3,"Hindi, Telugu, English",Bangalore,0
Candidate_522,PhD,4.3,"Spark, C++, Machine Learning, Django, JavaScript",1,Backend Developer,Tier 2,"Hindi, Kannada, Telugu",Delhi,0
Candidate_523,Master's,2.7,"NumPy, Pandas, AWS",1,Backend Developer,Tier 2,English,Delhi,1
Candidate_524,Master's,2.6,"Spark, NumPy, SQL, React, Pandas",4,Data Analyst,Tier 1,"Hindi, Telugu, English",Hyderabad,0
Candidate_525,Bachelor's,3.3,"Matplotlib, NumPy, SQL, Node.js, Spark, NLP",2,Backend Developer,Tier 3,"Hindi, Kannada, English",Bangalore,0
Candidate_526,PhD,7.5,"JavaScript, NLP, TensorFlow",5,Data Scientist,Tier 1,English,Chennai,0
Candidate_527,PhD,4.9,"Matplotlib, AWS, Spark, Pandas, NLP, Deep Learning",1,Frontend Developer,Tier 2,Hindi,Pune,0
Candidate_528,PhD,3.9,"Java, Node.js, Python",2,Frontend Developer,Tier 2,"English, Tamil, Kannada",Mumbai,0
Candidate_529,Bachelor's,3.5,"Node.js, Spark, C++, Python",1,Data Analyst,Tier 3,"Tamil, English, Telugu",Chennai,0
Candidate_530,Bachelor's,4.8,"Java, Node.js, Python, Keras",3,Data Scientist,Tier 3,"English, Kannada",Hyderabad,0
Candidate_531,Master's,0.5,"JavaScript, SQL, Node.js, React",0,ML Engineer,Tier 3,English,Bangalore,0
Candidate_532,PhD,7.7,"SQL, AWS, TensorFlow",3,Data Scientist,Tier 1,English,Delhi,0
Candidate_533,PhD,0.3,"Deep Learning, Matplotlib, Pandas, Django",1,Data Analyst,Tier 1,Tamil,Delhi,1
Candidate_534,Bachelor's,4.3,"Node.js, Seaborn, Python, React, Pandas",5,Frontend Developer,Tier 1,Tamil,Hyderabad,1
Candidate_535,Bachelor's,0.9,"Seaborn, TensorFlow, Matplotlib",1,Frontend Developer,Tier 3,"Tamil, Hindi, English",Delhi,1
Candidate_536,Master's,3.8,"Spark, Node.js, NLP",2,ML Engineer,Tier 1,"English, Hindi, Tamil",Pune,1
Candidate_537,PhD,6.0,"Spark, NumPy, Python, SQL",1,ML Engineer,Tier 2,Telugu,Chennai,0
Candidate_538,PhD,3.3,"TensorFlow, Machine Learning, JavaScript, Node.js, Python",2,Data Scientist,Tier 1,Hindi,Mumbai,1
Candidate_539,Bachelor's,4.2,"AWS, React, NumPy, Django, Seaborn",2,Data Scientist,Tier 3,Telugu,Pune,0
Candidate_540,PhD,9.6,"Keras, Spark, Python, AWS, Django, C++",1,Frontend Developer,Tier 1,"Tamil, Kannada",Hyderabad,0
Candidate_541,PhD,6.3,"Django, Machine Learning, Java",1,Data Scientist,Tier 3,"Telugu, Kannada",Delhi,0
Candidate_542,PhD,4.5,"Machine Learning, C++, NLP, Pandas, Seaborn, React",2,ML Engineer,Tier 1,"Telugu, English",Hyderabad,1
Candidate_543,Master's,4.6,"SQL, Java, Seaborn",0,Data Scientist,Tier 3,English,Hyderabad,1
Candidate_544,Bachelor's,8.1,"Seaborn, Django, SQL, Pandas, TensorFlow, JavaScript",0,ML Engineer,Tier 3,Kannada,Bangalore,0
Candidate_545,PhD,1.0,"Pandas, SQL, JavaScript, Python, Spark",2,Data Scientist,Tier 1,"English, Telugu, Hindi",Bangalore,0
Candidate_546,Bachelor's,0.5,"Deep Learning, C++, Java, Machine Learning",2,Data Analyst,Tier 2,"Hindi, Telugu",Hyderabad,1
Candidate_547,Bachelor's,7.0,"Python, Spark, Keras",1,Frontend Developer,Tier 3,"Tamil, Telugu, Hindi",Pune,0
Candidate_548,Master's,6.0,"Python, Node.js, SQL, AWS, Deep Learning, Seaborn",5,Backend Developer,Tier 1,"Tamil, Telugu",Mumbai,0
Candidate_549,Master's,8.2,"NLP, Spark, C++",4,Backend Developer,Tier 3,"English, Kannada",Bangalore,1
Candidate_550,Master's,4.0,"SQL, Machine Learning, Deep Learning, Python, C++, TensorFlow",0,Data Scientist,Tier 2,"Telugu, English, Hindi",Bangalore,0
Candidate_551,Bachelor's,7.5,"Spark, Django, Seaborn, C++, Flask",4,Data Scientist,Tier 3,"English, Tamil, Kannada",Bangalore,0
Candidate_552,Master's,6.1,"Spark, Machine Learning, NumPy",3,Data Analyst,Tier 2,"Hindi, English, Telugu",Mumbai,0
Candidate_553,PhD,4.4,"Keras, TensorFlow, Seaborn",5,Frontend Developer,Tier 2,Hindi,Hyderabad,0
Candidate_554,Master's,2.9,"NumPy, AWS, Flask",1,Backend Developer,Tier 2,"Hindi, Kannada",Pune,1
Candidate_555,PhD,9.7,"Spark, AWS, SQL, Pandas, Python",0,Frontend Developer,Tier 2,"Hindi, English, Telugu",Mumbai,0
Candidate_556,Bachelor's,5.2,"SQL, C++, Keras, Java",1,Data Scientist,Tier 3,"Tamil, English, Kannada",Bangalore,0
Candidate_557,Bachelor's,3.7,"JavaScript, SQL, C++, Pandas, Python, NLP",4,Data Analyst,Tier 2,"Kannada, English, Telugu",Delhi,0
Candidate_558,Master's,8.9,"Seaborn, JavaScript, React, SQL, Pandas",2,Data Analyst,Tier 1,"Telugu, Tamil, Hindi",Bangalore,0
Candidate_559,PhD,1.7,"Flask, Seaborn, Java",3,ML Engineer,Tier 3,Hindi,Hyderabad,0
Candidate_560,Master's,5.6,"AWS, TensorFlow, C++, Seaborn, React",4,ML Engineer,Tier 3,"Hindi, Telugu",Delhi,0
Candidate_561,PhD,1.5,"Spark, NumPy, Java, Flask, Seaborn, Machine Learning",2,Backend Developer,Tier 2,Kannada,Mumbai,1
Candidate_562,Bachelor's,3.5,"NumPy, Seaborn, Django",1,ML Engineer,Tier 3,"Kannada, Hindi, Telugu",Pune,0
Candidate_563,Master's,3.5,"Spark, TensorFlow, React, Machine Learning, Java, Pandas",4,ML Engineer,Tier 2,"Telugu, Kannada, Tamil",Hyderabad,1
Candidate_564,PhD,2.6,"Python, Flask, Pandas, Matplotlib, Machine Learning, C++",0,ML Engineer,Tier 3,"English, Telugu",Hyderabad,0
Candidate_565,Bachelor's,9.8,"Spark, Django, Keras, Flask, JavaScript",0,Data Analyst,Tier 1,"Kannada, Telugu",Delhi,1
Candidate_566,PhD,5.0,"Keras, JavaScript, Flask",3,ML Engineer,Tier 3,"Kannada, English",Mumbai,0
Candidate_567,Bachelor's,6.2,"C++, Machine Learning, AWS",1,Data Scientist,Tier 3,Tamil,Pune,0
Candidate_568,PhD,6.4,"Node.js, Keras, SQL, Django",1,ML Engineer,Tier 1,"Hindi, Kannada",Bangalore,1
Candidate_569,Master's,3.2,"TensorFlow, Deep Learning, Python",1,Frontend Developer,Tier 2,"Telugu, Hindi",Chennai,1
Candidate_570,Bachelor's,6.2,"Deep Learning, Java, Node.js, Machine Learning, Flask, Python",4,ML Engineer,Tier 1,"Telugu, English",Delhi,0
Candidate_571,Bachelor's,7.0,"Seaborn, AWS, Python",3,ML Engineer,Tier 1,Tamil,Bangalore,1
Candidate_572,Master's,2.7,"Django, Deep Learning, React",3,ML Engineer,Tier 3,"Kannada, Hindi",Pune,1
Candidate_573,PhD,4.0,"Machine Learning, Matplotlib, TensorFlow, AWS, C++, React",2,Data Analyst,Tier 2,"English, Kannada, Telugu",Delhi,0
Candidate_574,Bachelor's,7.2,"Java, NumPy, NLP, Django",5,ML Engineer,Tier 1,"English, Kannada",Mumbai,1
Candidate_575,Bachelor's,4.2,"Django, Seaborn, Spark",3,Backend Developer,Tier 1,"Hindi, English",Delhi,0
Candidate_576,PhD,2.6,"AWS, Java, TensorFlow, NumPy, Python",0,Data Scientist,Tier 3,"Tamil, Hindi, Telugu",Delhi,0
Candidate_577,PhD,2.5,"Machine Learning, TensorFlow, Spark",5,Frontend Developer,Tier 3,"Kannada, Telugu, Hindi",Mumbai,1
Candidate_578,Master's,0.5,"Flask, React, Python, Machine Learning, Deep Learning, Node.js",2,ML Engineer,Tier 2,"English, Telugu, Hindi",Chennai,1
Candidate_579,Bachelor's,1.9,"Keras, JavaScript, Django",2,Frontend Developer,Tier 2,Hindi,Mumbai,1
Candidate_580,Master's,7.0,"SQL, TensorFlow, Deep Learning",4,Data Analyst,Tier 1,Telugu,Hyderabad,0
Candidate_581,Bachelor's,1.2,"Machine Learning, React, Pandas, Keras",3,ML Engineer,Tier 1,"Kannada, English",Mumbai,0
Candidate_582,Bachelor's,1.0,"Flask, SQL, C++, NLP",4,Frontend Developer,Tier 3,"Telugu, English, Kannada",Delhi,0
Candidate_583,Bachelor's,1.1,"NumPy, AWS, Seaborn, JavaScript, Node.js, Keras",0,Backend Developer,Tier 2,"English, Tamil",Mumbai,0
Candidate_584,Bachelor's,9.9,"Flask, React, Keras, C++, JavaScript, NLP",0,Backend Developer,Tier 3,"Hindi, Telugu",Chennai,0
Candidate_585,Bachelor's,4.3,"Seaborn, Java, Pandas, NLP, React, NumPy",2,Data Analyst,Tier 1,Kannada,Pune,0
Candidate_586,Bachelor's,5.0,"NLP, Flask, Java, Seaborn, Keras",2,Frontend Developer,Tier 2,"Telugu, Tamil, Kannada",Hyderabad,0
Candidate_587,Bachelor's,8.5,"SQL, JavaScript, Node.js",1,ML Engineer,Tier 3,"Telugu, English, Hindi",Mumbai,0
Candidate_588,Master's,7.6,"Machine Learning, React, NumPy, Spark",0,Backend Developer,Tier 3,"Telugu, Hindi, English",Mumbai,1
Candidate_589,Master's,7.1,"C++, TensorFlow, Django",0,Frontend Developer,Tier 3,English,Mumbai,0
Candidate_590,PhD,9.9,"Deep Learning, Seaborn, Matplotlib, JavaScript",2,Data Analyst,Tier 2,Tamil,Bangalore,1
Candidate_591,Bachelor's,8.6,"Matplotlib, C++, TensorFlow",3,ML Engineer,Tier 3,Telugu,Chennai,0
Candidate_592,Bachelor's,2.8,"NLP, Flask, Spark, Keras, Java",4,Backend Developer,Tier 2,"English, Telugu, Tamil",Delhi,1
Candidate_593,Bachelor's,4.5,"Python, Deep Learning, Django",5,Data Analyst,Tier 3,"Kannada, Tamil",Delhi,0
Candidate_594,PhD,3.9,"Spark, Matplotlib, AWS, JavaScript, Java, Seaborn",2,ML Engineer,Tier 1,"English, Tamil",Mumbai,0
Candidate_595,PhD,1.4,"Django, Java, C++, TensorFlow, Flask, Seaborn",2,Backend Developer,Tier 3,"Hindi, Telugu, English",Delhi,1
Candidate_596,Bachelor's,2.4,"JavaScript, SQL, Seaborn",3,Data Scientist,Tier 1,"Hindi, Kannada, Tamil",Delhi,0
Candidate_597,Bachelor's,7.1,"React, JavaScript, SQL, Java",0,Data Scientist,Tier 1,English,Bangalore,0
